State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Montana,11/14/20,"2,813",11/7/20,"14,048","458,857",3.06
Montana,11/21/20,"3,895",11/14/20,"15,703","458,857",3.42
Montana,11/28/20,"3,633",11/21/20,"15,841","458,857",3.45
Montana,12/5/20,"4,001",11/28/20,"17,123","458,857",3.73
Montana,12/12/20,"2,782",12/5/20,"16,629","458,857",3.62
Montana,12/19/20,"2,477",12/12/20,"16,750","458,857",3.65
Montana,12/26/20,"2,537",12/19/20,"15,800","458,857",3.44
Montana,1/2/21,"3,653",12/26/20,"17,830","458,857",3.89
Montana,1/9/21,"3,094",1/2/21,"18,422","449,236",4.1
Montana,1/16/21,"2,292",1/9/21,"17,535","449,236",3.9
Montana,1/23/21,"2,183",1/16/21,"17,859","449,236",3.98
Montana,1/30/21,"2,266",1/23/21,"17,656","449,236",3.93
Montana,2/6/21,"2,158",1/30/21,"17,525","449,236",3.9
Montana,2/13/21,"2,108",2/6/21,"17,094","449,236",3.81
Montana,2/20/21,"1,619",2/13/21,"17,268","449,236",3.84
Montana,2/27/21,"1,433",2/20/21,"16,841","449,236",3.75
Montana,3/6/21,"1,463",2/27/21,"16,172","449,236",3.6
Montana,3/13/21,"1,639",3/6/21,"15,198","449,236",3.38
North Carolina,1/4/20,"3,508",12/28/19,"20,848","4,362,309",0.48
North Carolina,1/11/20,"4,628",1/4/20,"21,239","4,381,417",0.48
North Carolina,1/18/20,"4,217",1/11/20,"22,247","4,381,417",0.51
North Carolina,1/25/20,"3,344",1/18/20,"22,415","4,381,417",0.51
North Carolina,2/1/20,"3,611",1/25/20,"22,342","4,381,417",0.51
North Carolina,2/8/20,"3,326",2/1/20,"22,044","4,381,417",0.5
North Carolina,2/15/20,"3,094",2/8/20,"21,972","4,381,417",0.5
North Carolina,2/22/20,"2,852",2/15/20,"21,630","4,381,417",0.49
North Carolina,2/29/20,"1,767",2/22/20,"21,188","4,381,417",0.48
North Carolina,3/7/20,"2,575",2/29/20,"20,196","4,381,417",0.46
North Carolina,3/14/20,"3,533",3/7/20,"19,683","4,381,417",0.45
North Carolina,3/21/20,"94,083",3/14/20,"20,652","4,381,417",0.47
North Carolina,3/28/20,"172,145",3/21/20,"75,220","4,381,417",1.72
North Carolina,4/4/20,"137,422",3/28/20,"245,692","4,381,417",5.61
North Carolina,4/11/20,"140,155",4/4/20,"362,989","4,402,750",8.24
North Carolina,4/18/20,"106,266",4/11/20,"468,283","4,402,750",10.64
North Carolina,4/25/20,"98,941",4/18/20,"555,039","4,402,750",12.61
North Carolina,5/2/20,"85,956",4/25/20,"591,045","4,402,750",13.42
North Carolina,5/9/20,"57,354",5/2/20,"619,809","4,402,750",14.08
North Carolina,5/16/20,"46,913",5/9/20,"605,709","4,402,750",13.76
North Carolina,5/23/20,"44,202",5/16/20,"564,068","4,402,750",12.81
North Carolina,5/30/20,"37,047",5/23/20,"547,988","4,402,750",12.45
North Carolina,6/6/20,"33,865",5/30/20,"537,652","4,402,750",12.21
North Carolina,6/13/20,"32,188",6/6/20,"524,787","4,402,750",11.92
North Carolina,6/20/20,"29,199",6/13/20,"529,343","4,402,750",12.02
North Carolina,6/27/20,"29,580",6/20/20,"463,568","4,402,750",10.53
North Carolina,7/4/20,"27,937",6/27/20,"412,353","4,402,750",9.37
North Carolina,7/11/20,"28,108",7/4/20,"365,770","4,423,164",8.27
North Carolina,7/18/20,"29,204",7/11/20,"327,363","4,423,164",7.4
North Carolina,7/25/20,"26,995",7/18/20,"315,116","4,423,164",7.12
North Carolina,8/1/20,"16,503",7/25/20,"283,907","4,423,164",6.42
North Carolina,8/8/20,"14,328",8/1/20,"242,813","4,423,164",5.49
North Carolina,8/15/20,"17,388",8/8/20,"218,265","4,423,164",4.93
North Carolina,8/22/20,"13,680",8/15/20,"191,822","4,423,164",4.34
North Carolina,8/29/20,"13,297",8/22/20,"178,019","4,423,164",4.02
North Carolina,9/5/20,"14,147",8/29/20,"169,754","4,423,164",3.84
North Carolina,9/12/20,"13,437",9/5/20,"151,318","4,423,164",3.42
North Carolina,9/19/20,"13,406",9/12/20,"145,078","4,423,164",3.28
North Carolina,9/26/20,"12,627",9/19/20,"134,154","4,423,164",3.03
North Carolina,10/3/20,"15,534",9/26/20,"127,447","4,423,164",2.88
North Carolina,10/10/20,"13,172",10/3/20,"108,833","4,437,138",2.45
North Carolina,10/17/20,"12,119",10/10/20,"103,618","4,437,138",2.34
North Carolina,10/24/20,"9,903",10/17/20,"96,919","4,437,138",2.18
North Carolina,10/31/20,"8,338",10/24/20,"91,510","4,437,138",2.06
North Carolina,11/7/20,"8,291",10/31/20,"88,288","4,437,138",1.99
North Carolina,11/14/20,"7,649",11/7/20,"81,349","4,437,138",1.83
North Carolina,11/21/20,"8,588",11/14/20,"75,341","4,437,138",1.7
North Carolina,11/28/20,"6,391",11/21/20,"68,849","4,437,138",1.55
North Carolina,12/5/20,"9,950",11/28/20,"73,457","4,437,138",1.66
North Carolina,12/12/20,"9,654",12/5/20,"69,270","4,437,138",1.56
North Carolina,12/19/20,"9,368",12/12/20,"68,546","4,437,138",1.54
North Carolina,12/26/20,"8,718",12/19/20,"81,682","4,437,138",1.84
North Carolina,1/2/21,"13,331",12/26/20,"89,230","4,437,138",2.01
North Carolina,1/9/21,"15,722",1/2/21,"66,370","4,333,519",1.53
North Carolina,1/16/21,"14,117",1/9/21,"64,484","4,333,519",1.49
North Carolina,1/23/21,"13,518",1/16/21,"67,472","4,333,519",1.56
North Carolina,1/30/21,"13,352",1/23/21,"70,952","4,333,519",1.64
North Carolina,2/6/21,"12,694",1/30/21,"71,727","4,333,519",1.66
North Carolina,2/13/21,"9,350",2/6/21,"69,713","4,333,519",1.61
North Carolina,2/20/21,"8,474",2/13/21,"66,221","4,333,519",1.53
North Carolina,2/27/21,"7,971",2/20/21,"63,209","4,333,519",1.46
North Carolina,3/6/21,"8,155",2/27/21,"59,197","4,333,519",1.37
North Carolina,3/13/21,"8,305",3/6/21,"57,132","4,333,519",1.32
North Dakota,1/4/20,836,12/28/19,"5,785","409,901",1.41
North Dakota,1/11/20,"1,530",1/4/20,"6,171","411,624",1.5
North Dakota,1/18/20,785,1/11/20,"6,809","411,624",1.65
North Dakota,1/25/20,543,1/18/20,"7,179","411,624",1.74
North Dakota,2/1/20,447,1/25/20,"6,782","411,624",1.65
North Dakota,2/8/20,526,2/1/20,"6,838","411,624",1.66
North Dakota,2/15/20,457,2/8/20,"6,924","411,624",1.68
North Dakota,2/22/20,435,2/15/20,"6,886","411,624",1.67
North Dakota,2/29/20,363,2/22/20,"6,795","411,624",1.65
North Dakota,3/7/20,423,2/29/20,"6,543","411,624",1.59
North Dakota,3/14/20,415,3/7/20,"6,349","411,624",1.54
North Dakota,3/21/20,"5,662",3/14/20,"6,169","411,624",1.5
North Dakota,3/28/20,"11,818",3/21/20,"8,534","411,624",2.07
North Dakota,4/4/20,"15,125",3/28/20,"16,036","411,624",3.9
North Dakota,4/11/20,"9,502",4/4/20,"24,554","412,797",5.95
North Dakota,4/18/20,"8,065",4/11/20,"33,563","412,797",8.13
North Dakota,4/25/20,"6,274",4/18/20,"35,513","412,797",8.6
North Dakota,5/2/20,"4,044",4/25/20,"35,827","412,797",8.68
North Dakota,5/9/20,"2,753",5/2/20,"35,921","412,797",8.7
North Dakota,5/16/20,"2,619",5/9/20,"32,399","412,797",7.85
North Dakota,5/23/20,"2,978",5/16/20,"31,100","412,797",7.53
North Dakota,5/30/20,"2,315",5/23/20,"30,806","412,797",7.46
North Dakota,6/6/20,"2,252",5/30/20,"29,855","412,797",7.23
North Dakota,6/13/20,"2,073",6/6/20,"29,103","412,797",7.05
North Dakota,6/20/20,"1,821",6/13/20,"28,736","412,797",6.96
North Dakota,6/27/20,"1,511",6/20/20,"28,446","412,797",6.89
North Dakota,7/4/20,"1,720",6/27/20,"27,021","412,797",6.55
North Dakota,7/11/20,"1,532",7/4/20,"27,625","413,529",6.68
North Dakota,7/18/20,"1,915",7/11/20,"25,974","413,529",6.28
North Dakota,7/25/20,"1,203",7/18/20,"24,988","413,529",6.04
North Dakota,8/1/20,979,7/25/20,"23,739","413,529",5.74
North Dakota,8/8/20,776,8/1/20,"20,483","413,529",4.95
North Dakota,8/15/20,855,8/8/20,"18,072","413,529",4.37
North Dakota,8/22/20,720,8/15/20,"16,327","413,529",3.95
North Dakota,8/29/20,804,8/22/20,"14,910","413,529",3.61
North Dakota,9/5/20,947,8/29/20,"13,723","413,529",3.32
North Dakota,9/12/20,719,9/5/20,"12,798","413,529",3.09
North Dakota,9/19/20,792,9/12/20,"12,120","413,529",2.93
North Dakota,9/26/20,856,9/19/20,"11,388","413,529",2.75
North Dakota,10/3/20,841,9/26/20,"10,275","413,529",2.48
North Dakota,10/10/20,"1,045",10/3/20,"9,107","413,795",2.2
North Dakota,10/17/20,"1,043",10/10/20,"8,065","413,795",1.95
North Dakota,10/24/20,"1,223",10/17/20,"7,297","413,795",1.76
North Dakota,10/31/20,"1,265",10/24/20,"7,061","413,795",1.71
North Dakota,11/7/20,"1,238",10/31/20,"6,732","413,795",1.63
North Dakota,11/14/20,"1,577",11/7/20,"6,620","413,795",1.6
North Dakota,11/21/20,"1,765",11/14/20,"7,039","413,795",1.7
North Dakota,11/28/20,"1,613",11/21/20,"7,009","413,795",1.69
North Dakota,12/5/20,"1,709",11/28/20,"7,665","413,795",1.85
North Dakota,12/12/20,"1,586",12/5/20,"7,756","413,795",1.87
North Dakota,12/19/20,"1,037",12/12/20,"7,480","413,795",1.81
North Dakota,12/26/20,"1,240",12/19/20,"5,831","413,795",1.41
North Dakota,1/2/21,"1,442",12/26/20,"8,274","413,795",2
North Dakota,1/9/21,"1,946",1/2/21,"8,579","402,385",2.13
North Dakota,1/16/21,"1,901",1/9/21,"9,196","402,385",2.29
North Dakota,1/23/21,"1,266",1/16/21,"9,294","402,385",2.31
North Dakota,1/30/21,"1,304",1/23/21,"9,554","402,385",2.37
North Dakota,2/6/21,"1,154",1/30/21,"9,690","402,385",2.41
North Dakota,2/13/21,983,2/6/21,"9,743","402,385",2.42
North Dakota,2/20/21,858,2/13/21,"9,873","402,385",2.45
North Dakota,2/27/21,638,2/20/21,"9,762","402,385",2.43
North Dakota,3/6/21,581,2/27/21,"9,151","402,385",2.27
North Dakota,3/13/21,611,3/6/21,"8,768","402,385",2.18
Nebraska,1/4/20,"1,099",12/28/19,"5,165","963,465",0.54
Nebraska,1/11/20,"1,171",1/4/20,"5,694","962,725",0.59
Nebraska,1/18/20,988,1/11/20,"4,940","962,725",0.51
Nebraska,1/25/20,960,1/18/20,"5,107","962,725",0.53
Nebraska,2/1/20,833,1/25/20,"5,884","962,725",0.61
Nebraska,2/8/20,675,2/1/20,"5,693","962,725",0.59
Nebraska,2/15/20,537,2/8/20,"5,804","962,725",0.6
Nebraska,2/22/20,493,2/15/20,"5,780","962,725",0.6
Nebraska,2/29/20,502,2/22/20,"6,286","962,725",0.65
Nebraska,3/7/20,501,2/29/20,"5,581","962,725",0.58
Nebraska,3/14/20,795,3/7/20,"5,076","962,725",0.53
Nebraska,3/21/20,"15,700",3/14/20,"4,859","962,725",0.5
Nebraska,3/28/20,"24,725",3/21/20,"16,641","962,725",1.73
Nebraska,4/4/20,"27,054",3/28/20,"38,921","962,725",4.04
Nebraska,4/11/20,"16,279",4/4/20,"60,416","965,476",6.26
Nebraska,4/18/20,"12,222",4/11/20,"72,078","965,476",7.47
Nebraska,4/25/20,"8,229",4/18/20,"76,628","965,476",7.94
Nebraska,5/2/20,"6,418",4/25/20,"68,882","965,476",7.13
Nebraska,5/9/20,"6,362",5/2/20,"68,089","965,476",7.05
Nebraska,5/16/20,"5,839",5/9/20,"62,962","963,512",6.53
Nebraska,5/23/20,"5,812",5/16/20,"61,604","963,512",6.39
Nebraska,5/30/20,"5,083",5/23/20,"62,465","963,512",6.48
Nebraska,6/6/20,"4,697",5/30/20,"60,479","963,512",6.28
Nebraska,6/13/20,"4,868",6/6/20,"57,402","963,512",5.96
Nebraska,6/20/20,"4,406",6/13/20,"57,246","963,512",5.94
Nebraska,6/27/20,"4,203",6/20/20,"56,831","963,512",5.9
Nebraska,7/4/20,"5,803",6/27/20,"58,199","963,512",6.04
Nebraska,7/11/20,"7,911",7/4/20,"56,954","964,840",5.9
Nebraska,7/18/20,"3,989",7/11/20,"53,151","964,840",5.51
Nebraska,7/25/20,"3,656",7/18/20,"47,311","964,840",4.9
Nebraska,8/1/20,"2,946",7/25/20,"46,361","964,840",4.81
Nebraska,8/8/20,"2,724",8/1/20,"39,144","964,840",4.06
Nebraska,8/15/20,"3,268",8/8/20,"32,095","964,840",3.33
Nebraska,8/22/20,"2,802",8/15/20,"30,160","964,840",3.13
Nebraska,8/29/20,"2,461",8/22/20,"26,257","964,840",2.72
Nebraska,9/5/20,"2,552",8/29/20,"26,145","964,840",2.71
Nebraska,9/12/20,"2,727",9/5/20,"22,344","964,840",2.32
Nebraska,9/19/20,"3,132",9/12/20,"21,588","964,840",2.24
Nebraska,9/26/20,"3,001",9/19/20,"19,895","964,840",2.06
Nebraska,10/3/20,"3,259",9/26/20,"19,027","964,840",1.97
Nebraska,10/10/20,"3,243",10/3/20,"16,461","966,634",1.7
Nebraska,10/17/20,"2,934",10/10/20,"14,921","966,634",1.54
Nebraska,10/24/20,"2,421",10/17/20,"13,742","966,634",1.42
Nebraska,10/31/20,"2,476",10/24/20,"14,317","966,634",1.48
Nebraska,11/7/20,"2,342",10/31/20,"12,528","966,634",1.3
Nebraska,11/14/20,"2,580",11/7/20,"12,125","966,634",1.25
Nebraska,11/21/20,"2,685",11/14/20,"11,913","966,634",1.23
Nebraska,11/28/20,"2,392",11/21/20,"11,298","966,634",1.17
Nebraska,12/5/20,"3,034",11/28/20,"12,865","966,634",1.33
Nebraska,12/12/20,"2,689",12/5/20,"11,981","966,634",1.24
Nebraska,12/19/20,"2,893",12/12/20,"12,285","966,634",1.27
Nebraska,12/26/20,"2,870",12/19/20,"12,432","966,634",1.29
Nebraska,1/2/21,"3,643",12/26/20,"14,543","966,634",1.5
Nebraska,1/9/21,"5,214",1/2/21,"14,791","966,482",1.53
Nebraska,1/16/21,"3,118",1/9/21,"16,501","966,482",1.71
Nebraska,1/23/21,"3,021",1/16/21,"16,646","966,482",1.72
Nebraska,1/30/21,"2,699",1/23/21,"16,909","966,482",1.75
Nebraska,2/6/21,"2,473",1/30/21,"16,654","966,482",1.72
Nebraska,2/13/21,"2,288",2/6/21,"15,802","966,482",1.64
Nebraska,2/20/21,"1,973",2/13/21,"15,640","966,482",1.62
Nebraska,2/27/21,"1,718",2/20/21,"15,735","966,482",1.63
Nebraska,3/6/21,"1,551",2/27/21,"14,438","966,482",1.49
Nebraska,3/13/21,"1,548",3/6/21,"13,464","966,482",1.39
New Hampshire,1/4/20,690,12/28/19,"4,468","652,934",0.68
New Hampshire,1/11/20,722,1/4/20,"4,575","654,468",0.7
New Hampshire,1/18/20,613,1/11/20,"4,215","654,468",0.64
New Hampshire,1/25/20,577,1/18/20,"4,202","654,468",0.64
New Hampshire,2/1/20,456,1/25/20,"4,033","654,468",0.62
New Hampshire,2/8/20,507,2/1/20,"4,050","654,468",0.62
New Hampshire,2/15/20,424,2/8/20,"4,015","654,468",0.61
New Hampshire,2/22/20,444,2/15/20,"3,936","654,468",0.6
New Hampshire,2/29/20,894,2/22/20,"4,048","654,468",0.62
New Hampshire,3/7/20,495,2/29/20,"4,475","654,468",0.68
New Hampshire,3/14/20,642,3/7/20,"3,909","654,468",0.6
New Hampshire,3/21/20,"29,379",3/14/20,"4,024","654,468",0.61
New Hampshire,3/28/20,"31,378",3/21/20,"27,321","654,468",4.17
New Hampshire,4/4/20,"39,202",3/28/20,"52,166","654,468",7.97
New Hampshire,4/11/20,"25,273",4/4/20,"79,979","649,845",12.31
New Hampshire,4/18/20,"20,414",4/11/20,"93,783","649,845",14.43
New Hampshire,4/25/20,"15,001",4/18/20,"106,841","649,845",16.44
New Hampshire,5/2/20,"12,475",4/25/20,"115,580","649,845",17.79
New Hampshire,5/9/20,"10,016",5/2/20,"116,768","649,845",17.97
New Hampshire,5/16/20,"8,794",5/9/20,"114,450","649,845",17.61
New Hampshire,5/23/20,"7,266",5/16/20,"109,184","649,845",16.8
New Hampshire,5/30/20,"6,127",5/23/20,"100,769","649,845",15.51
New Hampshire,6/6/20,"6,303",5/30/20,"102,189","649,845",15.73
New Hampshire,6/13/20,"6,431",6/6/20,"98,440","649,845",15.15
New Hampshire,6/20/20,"5,413",6/13/20,"92,776","649,845",14.28
New Hampshire,6/27/20,"5,163",6/20/20,"86,586","649,845",13.32
New Hampshire,7/4/20,"5,776",6/27/20,"74,476","649,845",11.46
New Hampshire,7/11/20,"2,930",7/4/20,"72,523","657,391",11.03
New Hampshire,7/18/20,"3,519",7/11/20,"71,824","657,391",10.93
New Hampshire,7/25/20,"3,276",7/18/20,"66,396","657,391",10.1
New Hampshire,8/1/20,"2,651",7/25/20,"61,496","657,391",9.35
New Hampshire,8/8/20,"2,724",8/1/20,"55,239","657,391",8.4
New Hampshire,8/15/20,"2,832",8/8/20,"49,836","657,391",7.58
New Hampshire,8/22/20,"2,578",8/15/20,"47,758","657,391",7.26
New Hampshire,8/29/20,"2,501",8/22/20,"44,578","657,391",6.78
New Hampshire,9/5/20,"2,482",8/29/20,"42,956","657,391",6.53
New Hampshire,9/12/20,"2,276",9/5/20,"39,938","657,391",6.08
New Hampshire,9/19/20,"2,118",9/12/20,"37,241","657,391",5.66
New Hampshire,9/26/20,"2,193",9/19/20,"35,128","657,391",5.34
New Hampshire,10/3/20,"2,083",9/26/20,"32,751","657,391",4.98
New Hampshire,10/10/20,"2,562",10/3/20,"30,234","658,755",4.59
New Hampshire,10/17/20,"2,100",10/10/20,"28,017","658,755",4.25
New Hampshire,10/24/20,"2,028",10/17/20,"26,153","658,755",3.97
New Hampshire,10/31/20,"2,090",10/24/20,"24,478","658,755",3.72
New Hampshire,11/7/20,"2,171",10/31/20,"23,447","658,755",3.56
New Hampshire,11/14/20,"1,994",11/7/20,"22,632","658,755",3.44
New Hampshire,11/21/20,"2,509",11/14/20,"21,746","658,755",3.3
New Hampshire,11/28/20,"2,308",11/21/20,"20,677","658,755",3.14
New Hampshire,12/5/20,"3,413",11/28/20,"21,242","658,755",3.22
New Hampshire,12/12/20,"3,178",12/5/20,"21,040","658,755",3.19
New Hampshire,12/19/20,"2,837",12/12/20,"21,289","658,755",3.23
New Hampshire,12/26/20,"3,281",12/19/20,"21,142","658,755",3.21
New Hampshire,1/2/21,"4,932",12/26/20,"24,337","658,755",3.69
New Hampshire,1/9/21,"3,859",1/2/21,"27,166","636,759",4.27
New Hampshire,1/16/21,"4,169",1/9/21,"29,080","636,759",4.57
New Hampshire,1/23/21,"3,764",1/16/21,"28,536","636,759",4.48
New Hampshire,1/30/21,"3,304",1/23/21,"27,908","636,759",4.38
New Hampshire,2/6/21,"3,594",1/30/21,"27,182","636,759",4.27
New Hampshire,2/13/21,"2,338",2/6/21,"26,750","636,759",4.2
New Hampshire,2/20/21,"2,933",2/13/21,"25,598","636,759",4.02
New Hampshire,2/27/21,"2,447",2/20/21,"25,207","636,759",3.96
New Hampshire,3/6/21,"2,943",2/27/21,"25,051","636,759",3.93
New Hampshire,3/13/21,"2,568",3/6/21,"24,552","636,759",3.86
New Jersey,1/4/20,"15,325",12/28/19,"111,335","4,007,202",2.78
New Jersey,1/11/20,"13,469",1/4/20,"120,461","4,015,146",3
New Jersey,1/18/20,"10,728",1/11/20,"108,425","4,015,146",2.7
New Jersey,1/25/20,"9,325",1/18/20,"107,082","4,015,146",2.67
New Jersey,2/1/20,"8,304",1/25/20,"110,022","4,015,146",2.74
New Jersey,2/8/20,"9,288",2/1/20,"109,931","4,015,146",2.74
New Jersey,2/15/20,"8,550",2/8/20,"110,016","4,015,146",2.74
New Jersey,2/22/20,"8,396",2/15/20,"109,265","4,015,146",2.72
New Jersey,2/29/20,"7,773",2/22/20,"110,902","4,015,146",2.76
New Jersey,3/7/20,"7,996",2/29/20,"107,646","4,015,146",2.68
New Jersey,3/14/20,"9,467",3/7/20,"104,283","4,015,146",2.6
New Jersey,3/21/20,"115,815",3/14/20,"105,840","4,015,146",2.64
New Jersey,3/28/20,"206,253",3/21/20,"156,181","4,015,146",3.89
New Jersey,4/4/20,"214,836",3/28/20,"276,119","4,015,146",6.88
New Jersey,4/11/20,"141,420",4/4/20,"429,388","4,025,826",10.67
New Jersey,4/18/20,"140,139",4/11/20,"556,005","4,025,826",13.81
New Jersey,4/25/20,"71,966",4/18/20,"621,753","4,025,826",15.44
New Jersey,5/2/20,"88,326",4/25/20,"642,651","4,025,826",15.96
New Jersey,5/9/20,"69,689",5/2/20,"715,433","4,025,826",17.77
New Jersey,5/16/20,"42,365",5/9/20,"601,770","4,025,826",14.95
New Jersey,5/23/20,"34,410",5/16/20,"586,532","4,025,826",14.57
New Jersey,5/30/20,"26,752",5/23/20,"547,913","4,025,826",13.61
New Jersey,6/6/20,"23,166",5/30/20,"559,057","4,025,826",13.89
New Jersey,6/13/20,"26,438",6/6/20,"538,269","4,025,826",13.37
New Jersey,6/20/20,"33,027",6/13/20,"528,173","4,025,826",13.12
New Jersey,6/27/20,"27,992",6/20/20,"519,167","4,025,826",12.9
New Jersey,7/4/20,"47,402",6/27/20,"491,778","4,025,826",12.22
New Jersey,7/11/20,"38,825",7/4/20,"491,296","4,034,480",12.18
New Jersey,7/18/20,"25,932",7/11/20,"476,539","4,034,480",11.81
New Jersey,7/25/20,"28,073",7/18/20,"485,809","4,034,480",12.04
New Jersey,8/1/20,"16,584",7/25/20,"467,370","4,034,480",11.58
New Jersey,8/8/20,"13,837",8/1/20,"426,519","4,034,480",10.57
New Jersey,8/15/20,"25,417",8/8/20,"420,062","4,034,480",10.41
New Jersey,8/22/20,"20,182",8/15/20,"411,019","4,034,480",10.19
New Jersey,8/29/20,"20,348",8/22/20,"410,830","4,034,480",10.18
New Jersey,9/5/20,"22,750",8/29/20,"388,233","4,034,480",9.62
New Jersey,9/12/20,"19,642",9/5/20,"366,673","4,034,480",9.09
New Jersey,9/19/20,"24,680",9/12/20,"353,590","4,034,480",8.76
New Jersey,9/26/20,"27,184",9/19/20,"322,414","4,034,480",7.99
New Jersey,10/3/20,"23,680",9/26/20,"282,981","4,034,480",7.01
New Jersey,10/10/20,"29,031",10/3/20,"249,076","4,042,393",6.16
New Jersey,10/17/20,"28,809",10/10/20,"217,743","4,042,393",5.39
New Jersey,10/24/20,"27,203",10/17/20,"203,663","4,042,393",5.04
New Jersey,10/31/20,"24,703",10/24/20,"179,328","4,042,393",4.44
New Jersey,11/7/20,"20,978",10/31/20,"168,839","4,042,393",4.18
New Jersey,11/14/20,"12,988",11/7/20,"164,818","4,042,393",4.08
New Jersey,11/21/20,"12,205",11/14/20,"157,386","4,042,393",3.89
New Jersey,11/28/20,"13,546",11/21/20,"143,270","4,042,393",3.54
New Jersey,12/5/20,"17,025",11/28/20,"154,758","4,042,393",3.83
New Jersey,12/12/20,"16,368",12/5/20,"150,410","4,042,393",3.72
New Jersey,12/19/20,"17,611",12/12/20,"146,200","4,042,393",3.62
New Jersey,12/26/20,"20,462",12/19/20,"138,261","4,042,393",3.42
New Jersey,1/2/21,"20,988",12/26/20,"141,210","4,042,393",3.49
New Jersey,1/9/21,"21,836",1/2/21,"156,368","3,881,693",4.03
New Jersey,1/16/21,"16,769",1/9/21,"144,163","3,881,693",3.71
New Jersey,1/23/21,"16,845",1/16/21,"141,683","3,881,693",3.65
New Jersey,1/30/21,"14,689",1/23/21,"142,773","3,881,693",3.68
New Jersey,2/6/21,"16,205",1/30/21,"137,483","3,881,693",3.54
New Jersey,2/13/21,"11,575",2/6/21,"142,647","3,881,693",3.67
New Jersey,2/20/21,"10,768",2/13/21,"131,919","3,881,693",3.4
New Jersey,2/27/21,"10,385",2/20/21,"132,451","3,881,693",3.41
New Jersey,3/6/21,"9,857",2/27/21,"127,848","3,881,693",3.29
New Jersey,3/13/21,"10,272",3/6/21,"126,305","3,881,693",3.25
New Mexico,1/4/20,799,12/28/19,"10,140","796,105",1.27
New Mexico,1/11/20,"1,194",1/4/20,"10,310","799,085",1.29
New Mexico,1/18/20,947,1/11/20,"9,920","799,085",1.24
New Mexico,1/25/20,764,1/18/20,"10,137","799,085",1.27
New Mexico,2/1/20,784,1/25/20,"10,066","799,085",1.26
New Mexico,2/8/20,873,2/1/20,"9,965","799,085",1.25
New Mexico,2/15/20,725,2/8/20,"9,987","799,085",1.25
New Mexico,2/22/20,737,2/15/20,"10,051","799,085",1.26
New Mexico,2/29/20,681,2/22/20,"10,039","799,085",1.26
New Mexico,3/7/20,690,2/29/20,"9,845","799,085",1.23
New Mexico,3/14/20,869,3/7/20,"9,566","799,085",1.2
New Mexico,3/21/20,"18,105",3/14/20,"9,288","799,085",1.16
New Mexico,3/28/20,"27,849",3/21/20,"20,087","799,085",2.51
New Mexico,4/4/20,"26,132",3/28/20,"44,829","799,085",5.61
New Mexico,4/11/20,"19,043",4/4/20,"62,686","802,978",7.81
New Mexico,4/18/20,"13,621",4/11/20,"80,986","802,978",10.09
New Mexico,4/25/20,"12,093",4/18/20,"94,149","802,978",11.72
New Mexico,5/2/20,"13,675",4/25/20,"96,157","802,978",11.98
New Mexico,5/9/20,"8,024",5/2/20,"101,132","802,978",12.59
New Mexico,5/16/20,"7,356",5/9/20,"103,949","802,978",12.95
New Mexico,5/23/20,"7,058",5/16/20,"108,714","802,978",13.54
New Mexico,5/30/20,"6,672",5/23/20,"105,755","802,978",13.17
New Mexico,6/6/20,"5,290",5/30/20,"104,019","802,978",12.95
New Mexico,6/13/20,"4,536",6/6/20,"104,805","802,978",13.05
New Mexico,6/20/20,"4,236",6/13/20,"103,020","802,978",12.83
New Mexico,6/27/20,"4,435",6/20/20,"95,535","802,978",11.9
New Mexico,7/4/20,"4,935",6/27/20,"97,179","802,978",12.1
New Mexico,7/11/20,"5,758",7/4/20,"95,025","806,473",11.78
New Mexico,7/18/20,"6,881",7/11/20,"97,612","806,473",12.1
New Mexico,7/25/20,"6,402",7/18/20,"97,191","806,473",12.05
New Mexico,8/1/20,"5,117",7/25/20,"100,094","806,473",12.41
New Mexico,8/8/20,"4,359",8/1/20,"93,337","806,473",11.57
New Mexico,8/15/20,"4,175",8/8/20,"92,792","806,473",11.51
New Mexico,8/22/20,"3,725",8/15/20,"89,503","806,473",11.1
New Mexico,8/29/20,"3,410",8/22/20,"87,675","806,473",10.87
New Mexico,9/5/20,"3,357",8/29/20,"87,854","806,473",10.89
New Mexico,9/12/20,"3,048",9/5/20,"84,046","806,473",10.42
New Mexico,9/19/20,"3,314",9/12/20,"81,811","806,473",10.14
New Mexico,9/26/20,"3,067",9/19/20,"76,866","806,473",9.53
New Mexico,10/3/20,"3,314",9/26/20,"71,295","806,473",8.84
New Mexico,10/10/20,"3,918",10/3/20,"62,076","810,264",7.66
New Mexico,10/17/20,"3,641",10/10/20,"56,804","810,264",7.01
New Mexico,10/24/20,"3,818",10/17/20,"52,546","810,264",6.49
New Mexico,10/31/20,"4,209",10/24/20,"50,753","810,264",6.26
New Mexico,11/7/20,"3,848",10/31/20,"46,313","810,264",5.72
New Mexico,11/14/20,"5,034",11/7/20,"44,383","810,264",5.48
New Mexico,11/21/20,"12,159",11/14/20,"44,045","810,264",5.44
New Mexico,11/28/20,"8,337",11/21/20,"49,130","810,264",6.06
New Mexico,12/5/20,"7,959",11/28/20,"54,405","810,264",6.71
New Mexico,12/12/20,"5,100",12/5/20,"52,758","810,264",6.51
New Mexico,12/19/20,"4,802",12/12/20,"50,456","810,264",6.23
